Epoch,Time (s),Train Loss,Test Loss,BIC
1,109.01854395866394,32764.66650390625,2188.7496185302734,10936.211875809975
2,114.62059783935547,2696.220188140869,387.48906326293945,7333.690765275306
3,120.23646402359009,837.5923976898193,211.71636390686035,6982.145366563148
4,125.91471290588379,554.2149419784546,179.77126693725586,6918.255172623939
5,131.73914289474487,461.75797176361084,150.77752113342285,6860.267681016273
6,137.59850692749023,421.7155122756958,136.96301364898682,6832.638666047401
7,143.50507497787476,378.9065914154053,107.36430072784424,6773.441240205116
8,149.38027095794678,343.32809257507324,107.44167232513428,6773.595983399696
9,155.4512848854065,316.2322301864624,87.40919876098633,6733.5310362714
10,161.52221298217773,309.93765926361084,99.27059173583984,6757.253822221107
11,167.6255989074707,288.80265283584595,79.98321723937988,6718.679073228187
12,173.7477478981018,250.11936807632446,64.14402961730957,6687.000697984046
13,179.84300684928894,207.2826075553894,60.49150085449219,6679.695640458412
14,186.03622484207153,192.71977710723877,50.21591520309448,6659.144469155616
15,192.2153239250183,158.57511138916016,48.193084955215454,6655.098808659858
16,198.4250738620758,137.3630006313324,44.77651619911194,6648.265671147651
17,204.9159460067749,118.7393445968628,33.894784450531006,6626.502207650489
18,211.55870985984802,97.82049679756165,29.181662559509277,6617.075963868446
19,218.26703000068665,84.10475325584412,24.99521791934967,6608.703074588127
20,224.9621398448944,77.87753915786743,22.95543873310089,6604.623516215629
21,231.74461197853088,64.67772901058197,19.21579384803772,6597.144226445503
22,238.513671875,63.46333336830139,18.698904275894165,6596.110447301216
23,245.42545700073242,49.90353560447693,15.530813217163086,6589.774265183753
24,252.353257894516,47.338433504104614,15.359026789665222,6589.430692328758
25,259.17119097709656,43.81475079059601,12.754908382892609,6584.2224555152125
26,266.01501083374023,39.530081033706665,18.28658378124237,6595.285806311912
27,272.8621699810028,34.728577971458435,14.082440495491028,6586.877519740409
28,279.7191369533539,36.1630135178566,12.904504954814911,6584.521648659057
29,286.5743589401245,35.850736528635025,9.284772515296936,6577.282183780021
30,293.4749310016632,40.0806440114975,12.941187739372253,6584.595014228172
31,300.3450720310211,27.571638107299805,10.744268774986267,6580.2011762994
32,307.3348798751831,36.023081451654434,6.729764640331268,6572.17216803009
33,314.6439130306244,27.46353679895401,6.905269086360931,6572.523176922149
34,322.4641489982605,20.87234354019165,7.628793776035309,6573.970226301498
35,330.6623249053955,30.55626356601715,18.422043561935425,6595.556725873298
36,338.78071784973145,26.69350802898407,6.336374819278717,6571.385388387985
37,346.82450103759766,18.93643233180046,5.116814494132996,6568.946267737693
38,354.76711893081665,18.342453211545944,5.183506935834885,6569.079652621097
39,362.71723890304565,20.225929349660873,5.606803297996521,6569.92624534542
40,370.6319749355316,28.490581452846527,10.957433938980103,6580.627506627387
41,378.60660886764526,25.906619280576706,7.257485091686249,6573.2276089328
42,386.92890191078186,34.32266467809677,14.433639645576477,6587.57991804058
43,395.3201630115509,27.254053324460983,5.979542672634125,6570.6717240946955
44,403.4464089870453,29.59648871421814,30.098458290100098,6618.909555329627
45,411.4905478954315,57.78243386745453,20.051206469535828,6598.815051688499
46,419.57115602493286,59.78348898887634,9.265156865119934,6577.242952479667
47,427.72414898872375,21.216055870056152,5.148066282272339,6569.008771313972
48,435.92568802833557,17.60343834757805,6.095856040716171,6570.90435083086
49,444.23673486709595,21.53032410144806,4.81475630402565,6568.3421513574785
50,452.65502190589905,16.073617696762085,3.2492766976356506,6565.2111921446985
