Epoch,Time (s),Train Loss,Test Loss,BIC
1,112.04660081863403,31286.163803100586,1914.0989074707031,10386.910453690834
2,117.72410082817078,2617.3516845703125,531.6412353515625,7621.995109452552
3,123.51291298866272,854.7816467285156,162.3276243209839,6883.367887391395
4,129.1298429965973,492.2623872756958,154.70537853240967,6868.123395814247
5,134.8225178718567,413.3621997833252,133.1513204574585,6825.015279664344
6,140.67296481132507,370.1433229446411,116.74087429046631,6792.19438733036
7,146.44683599472046,346.07185554504395,111.17237854003906,6781.057395829505
8,152.3073809146881,320.01795864105225,111.91425323486328,6782.541145219154
9,158.40723991394043,320.83582496643066,97.54809093475342,6753.808820618934
10,164.62440991401672,298.90319633483887,91.90902900695801,6742.530696763343
11,170.84291887283325,300.7503786087036,86.1720929145813,6731.05682457859
12,177.05804896354675,259.4291715621948,80.86773920059204,6720.448117150611
13,183.18618202209473,252.1900930404663,82.08616924285889,6722.884977235145
14,189.32024002075195,239.9434576034546,67.46448421478271,6693.641607178993
15,195.46946597099304,229.27160215377808,91.58570289611816,6741.884044541664
16,201.61082792282104,202.0457272529602,61.25297689437866,6681.218592538185
17,208.0681779384613,202.68416023254395,63.79189395904541,6686.296426667518
18,214.6544849872589,205.49935579299927,78.5732741355896,6715.859187020606
19,221.3025598526001,197.39864444732666,72.08509540557861,6702.8828295605845
20,227.97393488883972,180.53306913375854,76.7487645149231,6712.210167779273
21,234.6350908279419,185.4769675731659,56.25689435005188,6671.226427449531
22,241.3599898815155,151.53623747825623,45.163602352142334,6649.039843453712
23,248.00766682624817,147.7199511528015,50.39285182952881,6659.498342408485
24,254.70832991600037,146.32876348495483,41.055720806121826,6640.824080361671
25,261.729199886322,129.08127069473267,45.446784019470215,6649.606206788368
26,268.6324038505554,140.82172870635986,41.25520730018616,6641.2230533498
27,275.4108510017395,126.48464131355286,36.190685749053955,6631.094010247535
28,282.2196099758148,122.00233578681946,36.92745614051819,6632.567551030464
29,289.02680492401123,107.07994437217712,36.608161211013794,6631.928961171455
30,295.84117698669434,107.57304251194,34.19761848449707,6627.107875718421
31,302.69298481941223,100.47362184524536,29.643383502960205,6617.999405755348
32,309.5846059322357,99.78601455688477,31.12119197845459,6620.955022706336
33,317.034854888916,97.34540557861328,31.965332508087158,6622.643303765602
34,325.0057809352875,100.94339561462402,37.132481813430786,6632.977602376289
35,332.98623299598694,93.51685345172882,33.49097657203674,6625.694591893501
36,340.76755690574646,86.8360288143158,23.93945610523224,6606.591550959892
37,348.60816979408264,73.18468940258026,24.120102524757385,6606.952843798942
38,356.4993619918823,80.15376365184784,27.38060700893402,6613.473852767295
39,364.46819591522217,76.17131686210632,26.028738021850586,6610.770114793128
40,372.42263984680176,65.09146964550018,24.931707501411438,6608.57605375225
41,380.45750880241394,70.49097228050232,28.212741255760193,6615.138121260948
42,388.7437198162079,70.98024213314056,28.376600742340088,6615.465840234107
43,397.03286600112915,68.42416298389435,20.403760254383087,6599.520159258193
44,405.33037400245667,64.55080652236938,21.256354212760925,6601.225347174949
45,413.5914180278778,53.97614538669586,21.977133750915527,6602.666906251258
46,421.9954788684845,60.2591655254364,25.618738174438477,6609.950115098304
47,430.3446249961853,73.20347368717194,26.460325837135315,6611.633290423698
48,438.7990310192108,53.152904868125916,20.310507774353027,6599.333654298133
49,447.10476899147034,56.04299974441528,20.395530104637146,6599.5036989587015
50,455.48771500587463,49.16020047664642,21.972652435302734,6602.657943620033
