Epoch,Time (s),Train Loss,Test Loss,BIC
1,92.42816710472107,5960.049154281616,324.02392959594727,863.5405238180341
2,97.5483570098877,758.8730163574219,200.6438331604004,616.7803309469404
3,102.74847602844238,304.2721960544586,34.37668061256409,284.24602585126775
4,107.96203899383545,74.87742459774017,17.898070335388184,251.2888052969159
5,113.1768250465393,21.138775676488876,2.213744819164276,219.9201542644681
6,118.43794202804565,3.9108582586050034,0.886840358376503,217.26634534289255
7,123.7533950805664,2.1184480041265488,0.7413159105926752,216.9752964473249
8,129.040678024292,1.9401805009692907,0.6969942040741444,216.88665303428783
9,134.58498907089233,1.83407324552536,0.6681838817894459,216.82903238971844
10,140.2227921485901,1.7426188765093684,0.6253745593130589,216.74341374476566
11,145.83223700523376,1.6516161169856787,0.597628815099597,216.68792225633874
12,151.428955078125,1.5819152761250734,0.5722582675516605,216.63718116124286
13,157.1328320503235,1.5173359401524067,0.5544882081449032,216.60164104242935
14,162.82436418533325,1.4696362633258104,0.5324437618255615,216.55755214979067
15,168.49679517745972,1.4285441059619188,0.5241358019411564,216.54093623002186
16,174.15256118774414,1.3877124786376953,0.4972603563219309,216.4871853387834
17,180.13822317123413,1.339381279423833,0.4839667044579983,216.46059803505554
18,186.2935311794281,1.3096890542656183,0.4702087501063943,216.43308212635233
19,192.4126501083374,1.2944936212152243,0.46257755253463984,216.41781973120882
20,198.60082507133484,1.2693422939628363,0.45108042284846306,216.39482547183647
21,204.7913691997528,1.2499489448964596,0.4541035257279873,216.40087167759552
22,211.00358414649963,1.2421167623251677,0.4336983188986778,216.3600612639369
23,217.2887601852417,1.2190675120800734,0.42459314968436956,216.34185092550828
24,223.89026618003845,1.196971955243498,0.42506197933107615,216.3427885848017
25,230.44943118095398,1.190788198262453,0.4136915886774659,216.32004780349448
26,236.95708513259888,1.1853384654968977,0.40855441614985466,216.30977345843925
27,243.47518301010132,1.1455968199297786,0.4018788645043969,216.29642235514834
28,250.03856205940247,1.1333350874483585,0.398481965996325,216.2896285581322
29,256.60224509239197,1.127968605607748,0.39800070971250534,216.28866604556455
30,263.07913517951965,1.1256137369200587,0.4116903282701969,216.31604528267994
31,269.60675501823425,1.1121083358302712,0.38710478134453297,216.2668741888286
32,276.164813041687,1.1282923063263297,0.38308426458388567,216.25883315530731
33,282.8816261291504,1.2210859917104244,0.4064549617469311,216.3055745496334
34,290.0356659889221,1.1637725960463285,0.43018498457968235,216.3530345952989
35,297.4228250980377,1.1164817810058594,0.3794771023094654,216.25161883075847
36,304.6404390335083,1.1042860262095928,0.37002671882510185,216.23271806378975
37,311.85782408714294,1.1165801510214806,0.43511114455759525,216.36288691525473
38,319.0957980155945,1.197468281723559,0.39151577465236187,216.27569617544427
39,326.5141990184784,1.1034021247178316,0.3635423704981804,216.2197493671359
40,333.93671011924744,1.0944883627817035,0.3694942966103554,216.23165321936025
41,341.44527220726013,1.1300991987809539,0.3699129233136773,216.2324904727669
42,348.97207403182983,1.0742037510499358,0.4109925478696823,216.3146497218789
43,356.5261070728302,1.0807006424292922,0.3562336238101125,216.20513187375977
44,364.1185030937195,1.087390884757042,0.3702628053724766,216.2331902368845
45,371.8139719963074,1.0613750573247671,0.3532331930473447,216.19913101223423
46,379.5011291503906,1.0678583113476634,0.3830590546131134,216.25878273536577
47,387.33883118629456,1.1201352179050446,0.347322640940547,216.18730990802064
48,395.1569650173187,1.0398100651800632,0.344712620601058,216.18208986734166
49,402.9168481826782,1.054319841787219,0.3559214938431978,216.20450761382594
50,410.71402311325073,1.0451134610921144,0.34293163008987904,216.1785278863193
