Epoch,Time (s),Train Loss,Test Loss,BIC
1,93.94349503517151,1088.997158050537,95.84811925888062,407.1889031439008
2,99.00748109817505,208.44658136367798,45.92698431015015,307.34663324643986
3,104.08270406723022,128.42902326583862,32.708067178726196,280.90879898359196
4,109.16962313652039,84.18755662441254,19.358407020568848,254.20947866727724
5,114.36217403411865,43.15527158975601,10.448201417922974,236.3890674619855
6,119.60525393486023,18.45200487971306,5.745638906955719,226.98394244005098
7,124.84187293052673,6.5728538781404495,1.5019702166318893,218.49660505940332
8,130.08793592453003,1.7833870984613895,0.38727267924696207,216.26720998463347
9,135.58843398094177,1.097618082538247,0.3743785684928298,216.2414217631252
10,141.09704303741455,1.0838408386334777,0.37104838714003563,216.23476140041961
11,146.61625599861145,1.0829846262931824,0.368074556812644,216.22881373976483
12,152.22866892814636,1.0836056657135487,0.3735137479379773,216.2396921220155
13,157.81453704833984,1.0713899042457342,0.36493105068802834,216.2225267275156
14,163.44673013687134,1.0626677200198174,0.3699084594845772,216.2324815451087
15,169.12711691856384,1.0647560469806194,0.36266517639160156,216.21799497892275
16,174.90456199645996,1.0589485187083483,0.36037292890250683,216.21341048394456
17,181.078773021698,1.0522601120173931,0.35920501966029406,216.21107466546013
18,187.3992030620575,1.0550025142729282,0.3639426827430725,216.2205499916257
19,193.60207796096802,1.0579102728515863,0.37028861325234175,216.23324185264423
20,199.9578559398651,1.066952877677977,0.3546390812844038,216.20194278870835
21,206.2823450565338,1.0529196364805102,0.35284374095499516,216.19835210804953
22,212.53336906433105,1.0478047681972384,0.35603189654648304,216.2047284192325
23,218.8079490661621,1.0628854129463434,0.35980023350566626,216.21226509315088
24,225.094584941864,1.0490402560681105,0.35505947191268206,216.2027835699649
25,231.41514801979065,1.0424590641632676,0.35279351100325584,216.19825164814606
26,237.6863350868225,1.037075163796544,0.34708466194570065,216.18683395003094
27,244.0406370162964,1.047722652554512,0.35494120232760906,216.20254703079476
28,250.43701910972595,1.037260154262185,0.3446354866027832,216.1819355993451
29,256.86958408355713,1.0394417699426413,0.343283262103796,216.17923115034714
30,263.295804977417,1.0439339959993958,0.34981087129563093,216.1922863687308
31,269.9604649543762,1.0459641925990582,0.3410442341119051,216.17475309436335
32,276.6569480895996,1.028251321054995,0.3435597587376833,216.1797841436149
33,283.43221402168274,1.0331222787499428,0.33847525529563427,216.1696151367308
34,290.7205390930176,1.0249372445978224,0.34093415923416615,216.17453294460788
35,298.0801260471344,1.0276510119438171,0.3424701942130923,216.17760501456573
36,305.5278470516205,1.0283628311008215,0.33906793035566807,216.17080048685088
37,312.95258712768555,1.0334067922085524,0.33555854950100183,216.16378172514155
38,320.4263949394226,1.0951494742184877,0.373210521414876,216.2390856689693
39,327.9359920024872,1.0571410115808249,0.35034678876399994,216.19335820366754
40,335.49117398262024,1.0924506215378642,0.33308655582368374,216.1588377377869
41,343.2513439655304,1.0396933648735285,0.3328761672601104,216.15841696065976
42,351.07207012176514,1.0191886024549603,0.3356642937287688,216.16399321359708
43,358.8044550418854,1.043896421790123,0.3475780561566353,216.1878207384528
44,366.61892795562744,1.0255943620577455,0.33017542865127325,216.1530154834421
45,374.3543620109558,1.0482526365667582,0.378418343141675,216.2495013124229
46,381.9981050491333,1.0676615480333567,0.38028090074658394,216.2532264276327
47,389.7482850551605,1.0330309178680182,0.32886522356420755,216.15039507326796
48,397.49867701530457,1.019319223240018,0.3358296751976013,216.16432397653475
49,405.32129406929016,1.0270428122021258,0.341934772208333,216.1765341705562
50,413.2392511367798,1.0272876052185893,0.32752781361341476,216.14772025336637
