Epoch,Time (s),Train Loss,Test Loss,BIC
1,164.3220570087433,10209.208419799805,3456.5883178710938,2.3530926790618945e7
2,169.62842893600464,10209.208465576172,3456.5883178710938,2.3530926790618945e7
3,174.87364602088928,10209.208374023438,3456.5883178710938,2.3530926790618945e7
4,180.190927028656,10209.208435058594,3456.5883178710938,2.3530926790618945e7
5,185.6353828907013,10209.208435058594,3456.5883178710938,2.3530926790618945e7
6,191.12066388130188,10209.208358764648,3456.5883178710938,2.3530926790618945e7
7,196.629075050354,10209.208419799805,3456.5883178710938,2.3530926790618945e7
8,202.09994792938232,10209.208282470703,3456.5883178710938,2.3530926790618945e7
9,207.75332403182983,10209.208435058594,3456.5883178710938,2.3530926790618945e7
10,213.6916799545288,10209.208312988281,3456.5883178710938,2.3530926790618945e7
11,219.65195107460022,10209.208435058594,3456.5883178710938,2.3530926790618945e7
12,225.6497859954834,10209.208374023438,3456.5883178710938,2.3530926790618945e7
13,231.46935105323792,10209.208435058594,3456.5883178710938,2.3530926790618945e7
14,237.29354906082153,10209.208465576172,3456.5883178710938,2.3530926790618945e7
15,243.08864998817444,10209.208404541016,3456.5883178710938,2.3530926790618945e7
16,248.92496800422668,10209.208374023438,3456.5883178710938,2.3530926790618945e7
17,255.10418605804443,10209.208251953125,3456.5883178710938,2.3530926790618945e7
18,261.4349858760834,10209.208282470703,3456.5883178710938,2.3530926790618945e7
19,267.775682926178,10209.208404541016,3456.5883178710938,2.3530926790618945e7
20,274.3605580329895,10209.208312988281,3456.5883178710938,2.3530926790618945e7
21,281.1014029979706,10209.20834350586,3456.5883178710938,2.3530926790618945e7
22,287.71094703674316,10209.20849609375,3456.5883178710938,2.3530926790618945e7
23,294.1339199542999,10209.208435058594,3456.5883178710938,2.3530926790618945e7
24,300.6563220024109,10209.208374023438,3456.5883178710938,2.3530926790618945e7
25,307.1956079006195,10209.208404541016,3456.5883178710938,2.3530926790618945e7
26,313.7808289527893,10209.208251953125,3456.5883178710938,2.3530926790618945e7
27,320.3507990837097,10209.208374023438,3456.5883178710938,2.3530926790618945e7
28,326.94847893714905,10209.208435058594,3456.5883178710938,2.3530926790618945e7
29,333.52148699760437,10209.208312988281,3456.5883178710938,2.3530926790618945e7
30,340.2650969028473,10209.208282470703,3456.5883178710938,2.3530926790618945e7
31,347.11021304130554,10209.208312988281,3456.5883178710938,2.3530926790618945e7
32,354.00566601753235,10209.208297729492,3456.5883178710938,2.3530926790618945e7
33,361.02437806129456,10209.208374023438,3456.5883178710938,2.3530926790618945e7
34,368.5006260871887,10209.208374023438,3456.5883178710938,2.3530926790618945e7
35,375.9936740398407,10209.20834350586,3456.5883178710938,2.3530926790618945e7
36,383.7098400592804,10209.20834350586,3456.5883178710938,2.3530926790618945e7
37,391.3308379650116,10209.208404541016,3456.5883178710938,2.3530926790618945e7
38,398.96165895462036,10209.208312988281,3456.5883178710938,2.3530926790618945e7
39,406.627779006958,10209.208282470703,3456.5883178710938,2.3530926790618945e7
40,414.3565149307251,10209.208465576172,3456.5883178710938,2.3530926790618945e7
41,422.1246929168701,10209.208282470703,3456.5883178710938,2.3530926790618945e7
42,429.8700649738312,10209.20834350586,3456.5883178710938,2.3530926790618945e7
43,437.8935248851776,10209.208526611328,3456.5883178710938,2.3530926790618945e7
44,445.82773089408875,10209.20849609375,3456.5883178710938,2.3530926790618945e7
45,453.75700998306274,10209.20834350586,3456.5883178710938,2.3530926790618945e7
46,461.67302203178406,10209.208465576172,3456.5883178710938,2.3530926790618945e7
47,469.60829305648804,10209.208435058594,3456.5883178710938,2.3530926790618945e7
48,477.65673899650574,10209.208404541016,3456.5883178710938,2.3530926790618945e7
49,485.9083790779114,10209.208435058594,3456.5883178710938,2.3530926790618945e7
50,494.00174498558044,10209.208251953125,3456.5883178710938,2.3530926790618945e7
